Code;Nom de la commune;Pas ou peu dipl�m�s ;p sans;CAP ou BEP;p bep;BAC;p bac;Universit�;p uni;note
91521;Ris-Orangis;6297;32;4169;21;3812;20;5138;26;1,39
78522;Rochefort-en-Yvelines;82;12;91;14;121;18;367;56;2,18
91525;Roinville;235;24;210;22;194;20;336;34;1,64
91526;Roinvilliers;17;23;21;28;18;24;18;24;1,48
77390;Roissy-en-Brie;4492;29;3544;23;3076;20;4257;28;1,47
95527;Roissy-en-France;503;24;529;25;488;23;592;28;1,55
78528;Rolleboise;95;31;86;28;59;19;66;22;1,32
93063;Romainville;6555;36;3474;19;3053;17;4924;27;1,34
95529;Ronquerolles;136;22;153;25;113;18;220;35;1,66
78530;Rosay;55;20;70;26;62;23;87;32;1,68
93064;Rosny-sous-Bois;9966;32;5814;19;5966;19;9558;31;1,5
78531;Rosny-sur-Seine;1322;31;1153;27;821;19;977;23;1,34
77391;Rouilly;116;32;132;37;53;15;60;17;1,18
77392;Rouvres;100;18;149;26;104;18;215;38;1,76
77393;Rozay-en-Brie;627;30;572;27;387;18;507;24;1,35
77394;Rubelles;362;24;351;23;272;18;517;34;1,61
92063;Rueil-Malmaison;9229;17;7637;14;7710;14;29497;55;2,07
77395;Rumont;18;18;21;21;31;31;30;30;1,73
94065;Rungis;729;18;760;19;775;19;1743;43;1,86
77396;Rupéreux;24;32;29;39;12;16;9;12;1,07
92072;Sèvres;2955;18;1775;11;2226;14;9469;58;2,13
77397;Saâcy-sur-Marne;397;30;427;33;216;17;262;20;1,27
77398;Sablonnières;154;29;175;33;97;18;100;19;1,26
91533;Saclas;401;31;349;27;247;19;303;23;1,34
91534;Saclay;384;15;460;18;384;15;1377;53;2,07
95535;Sagy;175;22;217;27;145;18;275;34;1,65
78536;Sailly;70;26;80;30;47;18;70;26;1,44
78537;Saint-Arnoult-en-Yvelines;1049;24;1008;23;814;18;1530;35;1,64
91538;Saint-Aubin;38;7;64;13;52;10;353;70;2,43
77400;Saint-Augustin;276;22;377;30;240;19;378;30;1,58
77402;Saint-Barthélemy;65;26;93;37;41;16;50;20;1,29
77403;Saint-Brice;174;30;165;29;90;16;143;25;1,36
95539;Saint-Brice-sous-Forêt;2542;26;2080;21;1970;20;3193;33;1,6
91540;Saint-Chéron;823;23;911;25;671;19;1184;33;1,62
95541;Saint-Clair-sur-Epte;221;33;202;30;130;19;121;18;1,22
92064;Saint-Cloud;2926;14;1711;8;2708;13;13456;65;2,29
95543;Saint-Cyr-en-Arthies;32;18;40;22;44;25;63;35;1,77
78545;Saint-Cyr-l'École;2653;22;2097;17;1918;16;5594;46;1,87
91544;Saint-Cyr-la-Rivière;79;20;102;26;86;22;120;31;1,63
91546;Saint-Cyr-sous-Dourdan;192;26;144;20;123;17;276;38;1,68
77405;Saint-Cyr-sur-Morin;399;29;376;28;265;20;317;23;1,37
93066;Saint-Denis;31888;43;11377;15;11812;16;18324;25;1,22
